ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Download 1 ID","Download 1 name","Download 1 URL"
182,variation,,"Supercaliber 9.9 XTR - Orange, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:142,,,,,,40,,Color,Orange,,1,,Size,62,,1,,,,
183,variation,,"Supercaliber 9.9 XTR - Red, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:142,,,,,,41,,Color,Red,,1,,Size,62,,1,,,,
184,variation,,"Supercaliber 9.9 XTR - Yellow, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:142,,,,,,42,,Color,Yellow,,1,,Size,62,,1,,,,
186,simple,,"Supercaliber 9.8 GX AXS",1,0,visible,"A simple product is the most common and easily-understandable product type in WooCommerce. A simple product is a unique, stand-alone, physical product that you may have to ship to the customer. To start with, you can create a simple product, assign a price &amp; SKU for the product, and start selling them. eg: Books.\n\nSimple product in WooCommerce is one of the easiest to configure. You can add price, SKU and stock details, and publish a simple product. While creating a new product, you can select ‘Simple product’ from the drop-down.\n\nTo understand the process of setting up a WooCommerce Simple Product in detail, refer to our article <a href=""https://docs.woocommerce.com/document/managing-products/#section-5"" data-wpel-link=""internal"">How to Add a WooCommerce Simple Product</a>.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,799.99,999.99,"Kids' bikes, Mountain, Road","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/6.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/6-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg",,,,,,,,,0,,,,,,,,,,,,,,
188,variable,,"Supercaliber 9.8 GX",1,0,visible,"This product type lets you add variations to the same product to create a complex, variable product. Each variation of the product has its own price, SKU, available stock, etc. eg: A shirt or t-shirt with different sizes and different colors.\n\nWhile creating the product, you can select the ‘Variable product’ option from the drop-down. To be able to create different variations, you will have to set up attributes and define values to each of them. You can use different attributes and values to create variations. After that, you can manually create available variations or create all possible variations in one go. You can update individual details for each variation, after all required variations are created.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,,,"Kids' bikes, Mountain, Road","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/7.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/7-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Green, Orange, Red, Yellow",1,1,Black,Size,"50, 52, 54, 56, 58, 60, 62",1,1,50,,,
189,variation,,"Supercaliber 9.8 GX - Black, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,1,,Color,Black,,1,,Size,50,,1,,,,
190,variation,,"Supercaliber 9.8 GX - Blue, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,2,,Color,Blue,,1,,Size,50,,1,,,,
191,variation,,"Supercaliber 9.8 GX - Green, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,3,,Color,Green,,1,,Size,50,,1,,,,
192,variation,,"Supercaliber 9.8 GX - Orange, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,4,,Color,Orange,,1,,Size,50,,1,,,,
193,variation,,"Supercaliber 9.8 GX - Red, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,5,,Color,Red,,1,,Size,50,,1,,,,
194,variation,,"Supercaliber 9.8 GX - Yellow, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,6,,Color,Yellow,,1,,Size,50,,1,,,,
195,variation,,"Supercaliber 9.8 GX - Black, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,7,,Color,Black,,1,,Size,52,,1,,,,
196,variation,,"Supercaliber 9.8 GX - Blue, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,8,,Color,Blue,,1,,Size,52,,1,,,,
197,variation,,"Supercaliber 9.8 GX - Green, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,9,,Color,Green,,1,,Size,52,,1,,,,
198,variation,,"Supercaliber 9.8 GX - Orange, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,10,,Color,Orange,,1,,Size,52,,1,,,,
199,variation,,"Supercaliber 9.8 GX - Red, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,11,,Color,Red,,1,,Size,52,,1,,,,
200,variation,,"Supercaliber 9.8 GX - Yellow, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,12,,Color,Yellow,,1,,Size,52,,1,,,,
201,variation,,"Supercaliber 9.8 GX - Black, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,13,,Color,Black,,1,,Size,54,,1,,,,
202,variation,,"Supercaliber 9.8 GX - Blue, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,14,,Color,Blue,,1,,Size,54,,1,,,,
203,variation,,"Supercaliber 9.8 GX - Green, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:188,,,,,,15,,Color,Green,,1,,Size,54,,1,,,,
204,variation,,"Supercaliber 9.8 GX - Orange, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,16,,Color,Orange,,1,,Size,54,,1,,,,
205,variation,,"Supercaliber 9.8 GX - Red, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,17,,Color,Red,,1,,Size,54,,1,,,,
206,variation,,"Supercaliber 9.8 GX - Yellow, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,18,,Color,Yellow,,1,,Size,54,,1,,,,
207,variation,,"Supercaliber 9.8 GX - Black, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,19,,Color,Black,,1,,Size,56,,1,,,,
208,variation,,"Supercaliber 9.8 GX - Blue, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,20,,Color,Blue,,1,,Size,56,,1,,,,
209,variation,,"Supercaliber 9.8 GX - Green, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,21,,Color,Green,,1,,Size,56,,1,,,,
210,variation,,"Supercaliber 9.8 GX - Orange, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,22,,Color,Orange,,1,,Size,56,,1,,,,
211,variation,,"Supercaliber 9.8 GX - Red, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,23,,Color,Red,,1,,Size,56,,1,,,,
212,variation,,"Supercaliber 9.8 GX - Yellow, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,24,,Color,Yellow,,1,,Size,56,,1,,,,
213,variation,,"Supercaliber 9.8 GX - Black, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,25,,Color,Black,,1,,Size,58,,1,,,,
214,variation,,"Supercaliber 9.8 GX - Blue, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,26,,Color,Blue,,1,,Size,58,,1,,,,
215,variation,,"Supercaliber 9.8 GX - Green, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,27,,Color,Green,,1,,Size,58,,1,,,,
216,variation,,"Supercaliber 9.8 GX - Orange, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,28,,Color,Orange,,1,,Size,58,,1,,,,
217,variation,,"Supercaliber 9.8 GX - Red, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,29,,Color,Red,,1,,Size,58,,1,,,,
218,variation,,"Supercaliber 9.8 GX - Yellow, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,30,,Color,Yellow,,1,,Size,58,,1,,,,
219,variation,,"Supercaliber 9.8 GX - Black, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,31,,Color,Black,,1,,Size,60,,1,,,,
220,variation,,"Supercaliber 9.8 GX - Blue, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,32,,Color,Blue,,1,,Size,60,,1,,,,
221,variation,,"Supercaliber 9.8 GX - Green, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,33,,Color,Green,,1,,Size,60,,1,,,,
222,variation,,"Supercaliber 9.8 GX - Orange, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,34,,Color,Orange,,1,,Size,60,,1,,,,
223,variation,,"Supercaliber 9.8 GX - Red, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,35,,Color,Red,,1,,Size,60,,1,,,,
224,variation,,"Supercaliber 9.8 GX - Yellow, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,36,,Color,Yellow,,1,,Size,60,,1,,,,
225,variation,,"Supercaliber 9.8 GX - Black, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,37,,Color,Black,,1,,Size,62,,1,,,,
226,variation,,"Supercaliber 9.8 GX - Blue, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,38,,Color,Blue,,1,,Size,62,,1,,,,
227,variation,,"Supercaliber 9.8 GX - Green, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,39,,Color,Green,,1,,Size,62,,1,,,,
228,variation,,"Supercaliber 9.8 GX - Orange, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,40,,Color,Orange,,1,,Size,62,,1,,,,
229,variation,,"Supercaliber 9.8 GX - Red, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,41,,Color,Red,,1,,Size,62,,1,,,,
230,variation,,"Supercaliber 9.8 GX - Yellow, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:188,,,,,,42,,Color,Yellow,,1,,Size,62,,1,,,,
232,external,,"Supercaliber 9.8 XT",1,0,visible,"Similar to virtual products, downloadable products also don’t require shipping. They are available as a downloadable file with a specified path or URL. In most cases, there will be a limit on the number of downloads of such products. In a seemingly ironic way, WooCommerce allows setting shipping options for downloadable products. This is in fact to include the scenario where you want to send a packaged version (like a CD) of the product to the customer. If your product is only downloadable and has no physical version, you can mark it as a virtual product.\n\nSimilar to virtual products, you can tick the specific checkbox while creating downloadable products. An additional step while creating downloadable products will be to specify the file path and other details like user access restrictions.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,,999.99,"City, Customize, Electric bikes","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/8.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/8-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg",,,,,,,https://themeforest.net/item/irina-elementor-woocommerce-theme/32959000,,0,,,,,,,,,,,,,,
235,simple,,"Supercaliber 9.7",1,0,visible,"A simple product is the most common and easily-understandable product type in WooCommerce. A simple product is a unique, stand-alone, physical product that you may have to ship to the customer. To start with, you can create a simple product, assign a price &amp; SKU for the product, and start selling them. eg: Books.\n\nSimple product in WooCommerce is one of the easiest to configure. You can add price, SKU and stock details, and publish a simple product. While creating a new product, you can select ‘Simple product’ from the drop-down.\n\nTo understand the process of setting up a WooCommerce Simple Product in detail, refer to our article <a href=""https://docs.woocommerce.com/document/managing-products/#section-5"" data-wpel-link=""internal"">How to Add a WooCommerce Simple Product</a>.","[elementor-template id=""55""]",,,taxable,,0,,,0,0,,,,,1,,,999.99,"City, Customize, Electric bikes","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/9.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/9-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg",,,,,,,,,0,,,,,,,,,,,,,,
237,variable,,"Supercaliber 9.6",1,0,visible,"This product type lets you add variations to the same product to create a complex, variable product. Each variation of the product has its own price, SKU, available stock, etc. eg: A shirt or t-shirt with different sizes and different colors.\n\nWhile creating the product, you can select the ‘Variable product’ option from the drop-down. To be able to create different variations, you will have to set up attributes and define values to each of them. You can use different attributes and values to create variations. After that, you can manually create available variations or create all possible variations in one go. You can update individual details for each variation, after all required variations are created.","[elementor-template id=""55""]",,,taxable,,1,,,0,0,,,,,1,,,,"City, Customize, Electric bikes","bike, electric, EQUIPMENT, mountain, novaworks, product, woocommerce",,"https://sportie.novaworks.net/wp-content/uploads/2021/09/10.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/10-1.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/001.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/003.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/004.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/005.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/006.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/007.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/008.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/009.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/011.jpg, https://sportie.novaworks.net/wp-content/uploads/2021/09/0022.jpg",,,,,,,,,0,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Green, Orange, Red, Yellow",1,1,Black,Size,"50, 52, 54, 56, 58, 60, 62",1,1,50,,,
238,variation,,"Supercaliber 9.6 - Black, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,1,,Color,Black,,1,,Size,50,,1,,,,
239,variation,,"Supercaliber 9.6 - Blue, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,2,,Color,Blue,,1,,Size,50,,1,,,,
240,variation,,"Supercaliber 9.6 - Green, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,3,,Color,Green,,1,,Size,50,,1,,,,
241,variation,,"Supercaliber 9.6 - Orange, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,4,,Color,Orange,,1,,Size,50,,1,,,,
242,variation,,"Supercaliber 9.6 - Red, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,5,,Color,Red,,1,,Size,50,,1,,,,
243,variation,,"Supercaliber 9.6 - Yellow, 50",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,6,,Color,Yellow,,1,,Size,50,,1,,,,
244,variation,,"Supercaliber 9.6 - Black, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,7,,Color,Black,,1,,Size,52,,1,,,,
245,variation,,"Supercaliber 9.6 - Blue, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,8,,Color,Blue,,1,,Size,52,,1,,,,
246,variation,,"Supercaliber 9.6 - Green, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,9,,Color,Green,,1,,Size,52,,1,,,,
247,variation,,"Supercaliber 9.6 - Orange, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,10,,Color,Orange,,1,,Size,52,,1,,,,
248,variation,,"Supercaliber 9.6 - Red, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,11,,Color,Red,,1,,Size,52,,1,,,,
249,variation,,"Supercaliber 9.6 - Yellow, 52",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,12,,Color,Yellow,,1,,Size,52,,1,,,,
250,variation,,"Supercaliber 9.6 - Black, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,13,,Color,Black,,1,,Size,54,,1,,,,
251,variation,,"Supercaliber 9.6 - Blue, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,14,,Color,Blue,,1,,Size,54,,1,,,,
252,variation,,"Supercaliber 9.6 - Green, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,999.99,,,,,,,id:237,,,,,,15,,Color,Green,,1,,Size,54,,1,,,,
253,variation,,"Supercaliber 9.6 - Orange, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,16,,Color,Orange,,1,,Size,54,,1,,,,
254,variation,,"Supercaliber 9.6 - Red, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,17,,Color,Red,,1,,Size,54,,1,,,,
255,variation,,"Supercaliber 9.6 - Yellow, 54",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,18,,Color,Yellow,,1,,Size,54,,1,,,,
256,variation,,"Supercaliber 9.6 - Black, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,19,,Color,Black,,1,,Size,56,,1,,,,
257,variation,,"Supercaliber 9.6 - Blue, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,20,,Color,Blue,,1,,Size,56,,1,,,,
258,variation,,"Supercaliber 9.6 - Green, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,21,,Color,Green,,1,,Size,56,,1,,,,
259,variation,,"Supercaliber 9.6 - Orange, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,22,,Color,Orange,,1,,Size,56,,1,,,,
260,variation,,"Supercaliber 9.6 - Red, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,23,,Color,Red,,1,,Size,56,,1,,,,
261,variation,,"Supercaliber 9.6 - Yellow, 56",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,24,,Color,Yellow,,1,,Size,56,,1,,,,
262,variation,,"Supercaliber 9.6 - Black, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,25,,Color,Black,,1,,Size,58,,1,,,,
263,variation,,"Supercaliber 9.6 - Blue, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,26,,Color,Blue,,1,,Size,58,,1,,,,
264,variation,,"Supercaliber 9.6 - Green, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,27,,Color,Green,,1,,Size,58,,1,,,,
265,variation,,"Supercaliber 9.6 - Orange, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,28,,Color,Orange,,1,,Size,58,,1,,,,
266,variation,,"Supercaliber 9.6 - Red, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,29,,Color,Red,,1,,Size,58,,1,,,,
267,variation,,"Supercaliber 9.6 - Yellow, 58",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,30,,Color,Yellow,,1,,Size,58,,1,,,,
268,variation,,"Supercaliber 9.6 - Black, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,31,,Color,Black,,1,,Size,60,,1,,,,
269,variation,,"Supercaliber 9.6 - Blue, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,32,,Color,Blue,,1,,Size,60,,1,,,,
270,variation,,"Supercaliber 9.6 - Green, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,33,,Color,Green,,1,,Size,60,,1,,,,
271,variation,,"Supercaliber 9.6 - Orange, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,34,,Color,Orange,,1,,Size,60,,1,,,,
272,variation,,"Supercaliber 9.6 - Red, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,35,,Color,Red,,1,,Size,60,,1,,,,
273,variation,,"Supercaliber 9.6 - Yellow, 60",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,36,,Color,Yellow,,1,,Size,60,,1,,,,
274,variation,,"Supercaliber 9.6 - Black, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,37,,Color,Black,,1,,Size,62,,1,,,,
275,variation,,"Supercaliber 9.6 - Blue, 62",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:237,,,,,,38,,Color,Blue,,1,,Size,62,,1,,,,
